OrgCode,OrgName,AccountType,AccountCode,AccountDesc,PostedDate,Source,DocumentType,DocumentNumber,DocumentDate,FiscalPeriod,Description,CustomerCode,CustomerName,PersonName,Reference,ProjectOrgCode,ProjectCode,ProjectTitle,Quantity,BeginningBalanceLC,DebitLC,CreditLC,EndingBalanceLC,AccountTypeOrderBy,ArrangeBy,LocalCurrency
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/31/2020,LC,Labor Cost Post,0000000270,8/16/2020,FY20-11,Labor Cost Post - 8/31/2020,,,"User3, Chad",,,,,139,0.00,0.00,5633.33,5633.33,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/31/2020,LC,Labor Cost Post,0000000270,8/16/2020,FY20-11,Labor Cost Post - 8/31/2020,,,"User5, Clark",,,,,168,0.00,0.00,5356.01,5356.01,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/31/2020,LC,Labor Cost Post,0000000270,8/16/2020,FY20-11,Labor Cost Post - 8/31/2020,,,"User4, Charlie",,,,,48,0.00,0.00,1441.99,1441.99,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/31/2020,LC,Labor Cost Post,0000000270,8/16/2020,FY20-11,Labor Cost Post - 8/31/2020,,,"User2, Caroline",,,,,136,0.00,0.00,4351.49,4351.49,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/31/2020,LC,Labor Cost Post,0000000270,8/16/2020,FY20-11,Labor Cost Post - 8/31/2020,,,"User, Gina",,,,,88,0.00,0.00,4485.91,4485.91,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/31/2020,LC,Labor Cost Post,0000000270,8/16/2020,FY20-11,Labor Cost Post - 8/31/2020,,,"UU Lead, Gus",,,,,88,0.00,0.00,5200.03,5200.03,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/31/2020,LC,Labor Cost Post,0000000270,8/16/2020,FY20-11,Labor Cost Post - 8/31/2020,,,"CFO, Fran",,,,,96,0.00,0.00,11158.32,11158.32,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/31/2020,LC,Labor Cost Post,0000000270,8/16/2020,FY20-11,Labor Cost Post - 8/31/2020,,,"Director, Darla",,,,,88,0.00,0.00,7141.31,7141.31,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/31/2020,LC,Labor Cost Post,0000000270,8/16/2020,FY20-11,Labor Cost Post - 8/31/2020,,,"Controller, Frank",,,,,104,0.00,0.00,6695.00,6695.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/31/2020,LC,Labor Cost Post,0000000270,8/16/2020,FY20-11,Labor Cost Post - 8/31/2020,,,"User1, David",,,,,88,0.00,0.00,3900.86,3900.86,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/31/2020,LC,Labor Cost Post,0000000270,8/16/2020,FY20-11,Labor Cost Post - 8/31/2020,,,"UU Purchaser, Gwen",,,,,88,0.00,0.00,3392.18,3392.18,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/31/2020,LC,Labor Cost Post,0000000270,8/23/2020,FY20-11,Labor Cost Post - 8/31/2020,,,"User4, Charlie",,,,,48,0.00,0.00,1441.99,1441.99,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/31/2020,LC,Labor Cost Post,0000000270,8/30/2020,FY20-11,Labor Cost Post - 8/31/2020,,,"User4, Charlie",,,,,8,0.00,0.00,300.00,300.00,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/15/2020,JE,Journal Entry,0000000157,8/31/2020,FY20-11,,,,,Payroll Entry,,,,,0.00,42890.96,0.00,-42890.96,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,20.05.03,Accrued Wages,8/31/2020,JE,Journal Entry,0000000158,8/31/2020,FY20-11,,,,,Payroll Entry,,,,,0.00,42890.96,0.00,-42890.96,2,MYCO - Myco,USD
MYCO,Myco,LIABILITY,30.01.02,Retained Earnings,,,,,,,Beginning Balance,,,,,,,,,3714021.97,,,3714021.97,2,MYCO - Myco,USD
MYCO,Myco,REVENUE,40.01.01,Revenue - Government,,,,,,,Beginning Balance,,,,,,,,,87164.00,,,87164.00,3,MYCO - Myco,USD
GS-CYBER,Cyber,REVENUE,40.01.01,Revenue - Government,,,,,,,Beginning Balance,,,,,,,,,467.80,,,467.80,3,MYCO - Myco,USD
OPS.DS,Digital Services,REVENUE,40.01.01,Revenue - Government,,,,,,,Beginning Balance,,,,,,,,,1521594.79,,,1521594.79,3,MYCO - Myco,USD
GS-HEALTH-IT,Health IT,REVENUE,40.01.01,Revenue - Government,,,,,,,Beginning Balance,,,,,,,,,2905000.02,,,2905000.02,3,MYCO - Myco,USD
OPS.CS,Consulting Services,REVENUE,40.01.01,Revenue - Government,,,,,,,Beginning Balance,,,,,,,,,3097737.46,,,3097737.46,3,MYCO - Myco,USD
GS-SE,Systems Engineering,REVENUE,40.01.01,Revenue - Government,,,,,,,Beginning Balance,,,,,,,,,4840.00,,,4840.00,3,MYCO - Myco,USD
OPS.DS,Digital Services,REVENUE,40.01.01,Revenue - Government,8/31/2020,BR,Billing & Revenue Post,0000000273,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,,0.00,0.00,69658.58,69658.58,3,MYCO - Myco,USD
OPS.DS,Digital Services,REVENUE,40.01.01,Revenue - Government,8/31/2020,BR,Billing & Revenue Post,0000000275,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-2-CIV,BIG-DATA.BY,Big Data,,0.00,0.00,93373.56,93373.56,3,MYCO - Myco,USD
OPS.DS,Digital Services,REVENUE,40.01.01,Revenue - Government,8/31/2020,BR,Billing & Revenue Post,0000000276,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-2-CIV,30.10.2345.777.BY,CSD Solution,,0.00,0.00,46.78,46.78,3,MYCO - Myco,USD
OPS.CS,Consulting Services,REVENUE,40.01.01,Revenue - Government,8/31/2020,BR,Billing & Revenue Post,0000000277,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-2-CIV,PSA-UPGRADE.BY,PSA Upgrade,,0.00,0.00,27661.36,27661.36,3,MYCO - Myco,USD
MYCO,Myco,REVENUE,40.01.01,Revenue - Government,8/31/2020,BR,Billing & Revenue Post,0000000278,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-1-DOD,10.10.7011.102.BY,Software Dev,,0.00,0.00,5660.00,5660.00,3,MYCO - Myco,USD
OPS.CS,Consulting Services,REVENUE,40.01.01,Revenue - Government,8/31/2020,BR,Billing & Revenue Post,0000000278,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-2-CIV,ERP-UPGRADE.BY,ERP Upgrade,,0.00,0.00,1694.66,1694.66,3,MYCO - Myco,USD
OPS.CS,Consulting Services,REVENUE,40.01.01,Revenue - Government,8/31/2020,BR,Billing & Revenue Post,0000000278,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-1-DOD,10.10.7011.102.BY,Software Dev,,0.00,0.00,21097.06,21097.06,3,MYCO - Myco,USD
OPS.CS,Consulting Services,REVENUE,40.01.01,Revenue - Government,8/31/2020,BR,Billing & Revenue Post,0000000279,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,,0.00,0.00,142880.53,142880.53,3,MYCO - Myco,USD
OPS.CS,Consulting Services,REVENUE,40.01.01,Revenue - Government,8/31/2020,BR,Billing & Revenue Post,0000000279,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-2-CIV,6.SPACE-STATION-BYR,Space Station,,0.00,0.00,208497.66,208497.66,3,MYCO - Myco,USD
OPS.CS,Consulting Services,REVENUE,40.01.01,Revenue - Government,8/31/2020,BR,Billing & Revenue Post,0000000309,8/31/2020,FY20-11,Billing Post - 8/31/2020,,,,,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,,0.00,7820.93,0.00,-7820.93,3,MYCO - Myco,USD
OPS.CS,Consulting Services,REVENUE,40.01.01,Revenue - Government,8/31/2020,CI,Invoice,UNANET-01110,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,,,,,CUST-1-DOD,20.HEALTH-IT.BY,Health IT,,0.00,0.00,277777.78,277777.78,3,MYCO - Myco,USD
OPS.CS,Consulting Services,REVENUE,40.01.01,Revenue - Government,8/31/2020,CI,Invoice,UNANET-01110,8/31/2020,FY20-11,Invoice Complete - 8/31/2020,,,,,CUST-1-DOD,20.STUDY-X.BY,Phase III followup for asbestos exposure for Navy service members,,0.00,0.00,25000.00,25000.00,3,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,,,,,,,Beginning Balance,,,,,,,,,697713.06,,,697713.06,4,MYCO - Myco,USD
GS-SE,Systems Engineering,EXPENSE,50.01.01,Lobbyist Fees,,,,,,,Beginning Balance,,,,,,,,,253505.10,,,253505.10,4,MYCO - Myco,USD
OPS.DS,Digital Services,EXPENSE,50.01.01,Lobbyist Fees,,,,,,,Beginning Balance,,,,,,,,,338641.65,,,338641.65,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,9/28/2019,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,73.6,0.00,2307.20,0.00,2307.20,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,10/1/2019,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,46,0.00,2889.60,0.00,2889.60,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,10/26/2019,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,67.2,0.00,2307.20,0.00,2307.20,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,11/1/2019,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,42,0.00,2849.39,0.00,2849.39,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,11/30/2019,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,70.4,0.00,2307.20,0.00,2307.20,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,12/1/2019,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,44,0.00,3392.13,0.00,3392.13,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,12/1/2019,FY20-11,Labor Cost Post - 8/15/2020,,,"User7, Carla",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,88,0.00,3172.40,0.00,3172.40,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,12/28/2019,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,73.6,0.00,2081.00,0.00,2081.00,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,12/29/2019,FY20-11,Labor Cost Post - 8/15/2020,,,"User7, Carla",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,92,0.00,3316.60,0.00,3316.60,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,1/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,46,0.00,2889.60,0.00,2889.60,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,1/26/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User7, Carla",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,80,0.00,2884.00,0.00,2884.00,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,2/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,64,0.00,2307.20,0.00,2307.20,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,2/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,40,0.00,3392.13,0.00,3392.13,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,2/29/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,70.4,0.00,2307.20,0.00,2307.20,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,3/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,44,0.00,3392.13,0.00,3392.13,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,3/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User7, Carla",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,88,0.00,3172.40,0.00,3172.40,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,3/28/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,70.4,0.00,2307.20,0.00,2307.20,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,3/29/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User7, Carla",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,88,0.00,3172.40,0.00,3172.40,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,4/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,44,0.00,3392.13,0.00,3392.13,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,4/25/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,67.2,0.00,2307.20,0.00,2307.20,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,4/26/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User7, Carla",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,84,0.00,3028.20,0.00,3028.20,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,5/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,42,0.00,3392.13,0.00,3392.13,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,5/30/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,70.4,0.00,2307.20,0.00,2307.20,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,5/31/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User7, Carla",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,88,0.00,3172.40,0.00,3172.40,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,6/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,44,0.00,3392.13,0.00,3392.13,4,MYCO - Myco,USD
OPS.DS,Digital Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,6/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User3, Chad",,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,0,0.00,1616.43,0.00,1616.43,4,MYCO - Myco,USD
OPS.DS,Digital Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,6/16/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User3, Chad",,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,0,0.00,1616.43,0.00,1616.43,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,6/27/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,73.6,0.00,2081.00,0.00,2081.00,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,6/28/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User7, Carla",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,92,0.00,3316.60,0.00,3316.60,4,MYCO - Myco,USD
OPS.DS,Digital Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,7/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User3, Chad",,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,0,0.00,1532.85,0.00,1532.85,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,7/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,46,0.00,2889.60,0.00,2889.60,4,MYCO - Myco,USD
OPS.DS,Digital Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,7/16/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User3, Chad",,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,0,0.00,1616.40,0.00,1616.40,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,7/26/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User7, Carla",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,84,0.00,3028.20,0.00,3028.20,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User6, GW",,CUST-1-DOD,10.10.7011.102.BY,Software Dev,8,0.00,223.17,0.00,223.17,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, Clark",,CUST-1-DOD,10.10.7011.102.BY,Software Dev,84,0.00,2811.90,0.00,2811.90,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, Clark",,CUST-2-CIV,6.SPACE-STATION-BYR,Space Station,44,0.00,1472.90,0.00,1472.90,4,MYCO - Myco,USD
OPS.DS,Digital Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, Clark",,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,32,0.00,1071.20,0.00,1071.20,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, Carmine",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,67.2,0.00,2307.20,0.00,2307.20,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User2, Caroline",,CUST-2-CIV,PSA-UPGRADE.BY,PSA Upgrade,112,0.00,3807.58,0.00,3807.58,4,MYCO - Myco,USD
OPS.DS,Digital Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User3, Chad",,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,139,0.00,5633.33,0.00,5633.33,4,MYCO - Myco,USD
OPS.DS,Digital Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"Director, Chris",,CUST-2-CIV,BIG-DATA.BY,Big Data,48,0.00,2282.22,0.00,2282.22,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"Director, Chris",,CUST-1-DOD,10.10.7011.102.BY,Software Dev,24,0.00,1141.11,0.00,1141.11,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"Director, Chris",,CUST-1-DOD,20.STUDY-X.BY,Phase III followup for asbestos exposure for Navy service members,8,0.00,380.37,0.00,380.37,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"Controller, Frank",,CUST-2-CIV,6.SPACE-STATION-BYR,Space Station,96,0.00,6180.00,0.00,6180.00,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User2, Dustin",,CUST-2-CIV,6.SPACE-STATION-BYR,Space Station,144,0.00,2856.50,0.00,2856.50,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User1, David",,CUST-2-CIV,6.SPACE-STATION-BYR,Space Station,88,0.00,3900.86,0.00,3900.86,4,MYCO - Myco,USD
OPS.DS,Digital Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"Director, Darla",,CUST-2-CIV,BIG-DATA.BY,Big Data,88,0.00,7141.31,0.00,7141.31,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"CFO, Fran",,CUST-2-CIV,6.SPACE-STATION-BYR,Space Station,96,0.00,11158.32,0.00,11158.32,4,MYCO - Myco,USD
GS-SE,Systems Engineering,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User, Gina",,CUST-3-UU3,XX-OLD-STARBRIGHT-Y03-L,Starbright App V10 Design (FP Labor),88,0.00,4485.91,0.00,4485.91,4,MYCO - Myco,USD
GS-SE,Systems Engineering,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"UU Lead, Gus",,CUST-3-UU3,XX-OLD-STARBRIGHT-Y03-L,Starbright App V10 Design (FP Labor),88,0.00,5200.03,0.00,5200.03,4,MYCO - Myco,USD
GS-SE,Systems Engineering,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"UU Purchaser, Gwen",,CUST-3-UU3,XX-OLD-STARBRIGHT-Y03-L,Starbright App V10 Design (FP Labor),88,0.00,3392.18,0.00,3392.18,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User5, George",,CUST-1-DOD,100.10.BYR,PMA 240 Support- Base Year,42,0.00,3392.13,0.00,3392.13,4,MYCO - Myco,USD
OPS.DS,Digital Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/1/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User6, GW",,CUST-1-DOD,20.CONTENT-PRODUCTION.BY,Content Prod,88,0.00,2454.87,0.00,2454.87,4,MYCO - Myco,USD
OPS.CS,Consulting Services,EXPENSE,50.01.01,Lobbyist Fees,8/15/2020,LC,Labor Cost Post,0000000269,8/2/2020,FY20-11,Labor Cost Post - 8/15/2020,,,"User4, Charlie",,CUST-2-CIV,ERP-UPGRADE.BY,ERP Upgrade,8,0.00,240.33,0.00,240.33,4,MYCO - Myco,USD
