ProjectOwningOrg,ProjectOrg,Project,BillType,BillingStatus,Task,Category,DocType,DocumentNumber/ExpenseReportNumber,CostElement,Person,Vendor/Customer,ItemDate,Quantity,InvoiceNumber,JournalDate,BillingCurrency,AmountInBillingCurrency
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,6/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User5, George",,6/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,6/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,7/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User5, George",,7/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,7/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,8/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User5, George",,8/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,8/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,12/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User7, Carla",,12/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,12/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,1/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User7, Carla",,1/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,1/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,2/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User7, Carla",,2/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,2/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,3/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User7, Carla",,3/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,3/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,4/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User7, Carla",,4/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,4/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,5/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User7, Carla",,5/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,5/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,6/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User7, Carla",,6/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,6/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,7/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User7, Carla",,7/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,7/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,8/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,G&A,"User7, Carla",,8/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,8/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Fringe Client Site,"User1, Carmine",,10/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,G&A,"User1, Carmine",,10/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Overhead Client Site.,"User1, Carmine",,10/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Fringe Client Site,"User1, Carmine",,11/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,G&A,"User1, Carmine",,11/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Overhead Client Site.,"User1, Carmine",,11/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Fringe Client Site,"User1, Carmine",,12/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,G&A,"User1, Carmine",,12/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Overhead Client Site.,"User1, Carmine",,12/1/2019,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Fringe Client Site,"User1, Carmine",,1/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,G&A,"User1, Carmine",,1/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Overhead Client Site.,"User1, Carmine",,1/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Fringe Client Site,"User1, Carmine",,2/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,G&A,"User1, Carmine",,2/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Overhead Client Site.,"User1, Carmine",,2/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Fringe Client Site,"User1, Carmine",,3/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,G&A,"User1, Carmine",,3/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Overhead Client Site.,"User1, Carmine",,3/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Fringe Client Site,"User1, Carmine",,4/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,G&A,"User1, Carmine",,4/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Overhead Client Site.,"User1, Carmine",,4/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Fringe Client Site,"User1, Carmine",,5/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,G&A,"User1, Carmine",,5/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Overhead Client Site.,"User1, Carmine",,5/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Fringe Client Site,"User1, Carmine",,6/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,G&A,"User1, Carmine",,6/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Overhead Client Site.,"User1, Carmine",,6/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Fringe Client Site,"User1, Carmine",,7/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,G&A,"User1, Carmine",,7/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Overhead Client Site.,"User1, Carmine",,7/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Fringe Client Site,"User1, Carmine",,8/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,G&A,"User1, Carmine",,8/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Unbilled,,*Project Manager,TS,,Overhead Client Site.,"User1, Carmine",,8/1/2020,,,8/31/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fee on Total Labor,"User5, George",,10/1/2019,,UNANET-01113,8/31/2020,USD,144.48
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,10/1/2019,,UNANET-01113,8/31/2020,USD,968.02
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,G&A,"User5, George",,10/1/2019,,UNANET-01113,8/31/2020,USD,418.66
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,10/1/2019,,UNANET-01113,8/31/2020,USD,246.89
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Direct Labor,"User5, George",,10/1/2019,46,UNANET-01113,8/31/2020,USD,"2,889.60"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fee on Total Labor,"User5, George",,11/1/2019,,UNANET-01113,8/31/2020,USD,142.47
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,11/1/2019,,UNANET-01113,8/31/2020,USD,954.55
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,G&A,"User5, George",,11/1/2019,,UNANET-01113,8/31/2020,USD,412.83
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,11/1/2019,,UNANET-01113,8/31/2020,USD,243.45
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Direct Labor,"User5, George",,11/1/2019,42,UNANET-01113,8/31/2020,USD,"2,849.39"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fee on Total Labor,"User5, George",,12/1/2019,,UNANET-01113,8/31/2020,USD,169.61
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,12/1/2019,,UNANET-01113,8/31/2020,USD,"1,136.36"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,G&A,"User5, George",,12/1/2019,,UNANET-01113,8/31/2020,USD,491.47
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,12/1/2019,,UNANET-01113,8/31/2020,USD,289.82
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Direct Labor,"User5, George",,12/1/2019,44,UNANET-01113,8/31/2020,USD,"3,392.13"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fee on Total Labor,"User5, George",,1/1/2020,,UNANET-01113,8/31/2020,USD,144.48
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,1/1/2020,,UNANET-01113,8/31/2020,USD,968.02
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,G&A,"User5, George",,1/1/2020,,UNANET-01113,8/31/2020,USD,418.66
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,1/1/2020,,UNANET-01113,8/31/2020,USD,246.89
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Direct Labor,"User5, George",,1/1/2020,46,UNANET-01113,8/31/2020,USD,"2,889.60"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fee on Total Labor,"User5, George",,2/1/2020,,UNANET-01113,8/31/2020,USD,169.61
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,2/1/2020,,UNANET-01113,8/31/2020,USD,"1,136.36"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,G&A,"User5, George",,2/1/2020,,UNANET-01113,8/31/2020,USD,491.47
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,2/1/2020,,UNANET-01113,8/31/2020,USD,289.82
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Direct Labor,"User5, George",,2/1/2020,40,UNANET-01113,8/31/2020,USD,"3,392.13"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fee on Total Labor,"User5, George",,3/1/2020,,UNANET-01113,8/31/2020,USD,169.61
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,3/1/2020,,UNANET-01113,8/31/2020,USD,"1,136.36"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,G&A,"User5, George",,3/1/2020,,UNANET-01113,8/31/2020,USD,491.47
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,3/1/2020,,UNANET-01113,8/31/2020,USD,289.82
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Direct Labor,"User5, George",,3/1/2020,44,UNANET-01113,8/31/2020,USD,"3,392.13"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fee on Total Labor,"User5, George",,4/1/2020,,UNANET-01113,8/31/2020,USD,169.61
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,4/1/2020,,UNANET-01113,8/31/2020,USD,"1,136.36"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,G&A,"User5, George",,4/1/2020,,UNANET-01113,8/31/2020,USD,491.47
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,4/1/2020,,UNANET-01113,8/31/2020,USD,289.82
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Direct Labor,"User5, George",,4/1/2020,44,UNANET-01113,8/31/2020,USD,"3,392.13"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fee on Total Labor,"User5, George",,5/1/2020,,UNANET-01113,8/31/2020,USD,169.61
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,5/1/2020,,UNANET-01113,8/31/2020,USD,"1,136.36"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,G&A,"User5, George",,5/1/2020,,UNANET-01113,8/31/2020,USD,491.47
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,5/1/2020,,UNANET-01113,8/31/2020,USD,289.82
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Direct Labor,"User5, George",,5/1/2020,42,UNANET-01113,8/31/2020,USD,"3,392.13"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fee on Total Labor,"User5, George",,6/1/2020,,UNANET-01113,8/31/2020,USD,169.61
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,6/1/2020,,UNANET-01113,8/31/2020,USD,"1,136.36"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,G&A,"User5, George",,6/1/2020,,UNANET-01113,8/31/2020,USD,491.47
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,6/1/2020,,UNANET-01113,8/31/2020,USD,289.82
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Direct Labor,"User5, George",,6/1/2020,44,UNANET-01113,8/31/2020,USD,"3,392.13"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fee on Total Labor,"User5, George",,7/1/2020,,UNANET-01113,8/31/2020,USD,144.48
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,7/1/2020,,UNANET-01113,8/31/2020,USD,968.02
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,G&A,"User5, George",,7/1/2020,,UNANET-01113,8/31/2020,USD,418.66
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,7/1/2020,,UNANET-01113,8/31/2020,USD,246.89
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Direct Labor,"User5, George",,7/1/2020,46,UNANET-01113,8/31/2020,USD,"2,889.60"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fee on Total Labor,"User5, George",,8/1/2020,,UNANET-01113,8/31/2020,USD,169.61
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,8/1/2020,,UNANET-01113,8/31/2020,USD,"1,136.36"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,G&A,"User5, George",,8/1/2020,,UNANET-01113,8/31/2020,USD,491.47
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,8/1/2020,,UNANET-01113,8/31/2020,USD,289.82
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Direct Labor,"User5, George",,8/1/2020,42,UNANET-01113,8/31/2020,USD,"3,392.13"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fee on Total Labor,"User7, Carla",,12/1/2019,,UNANET-01113,8/31/2020,USD,158.62
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,12/1/2019,,UNANET-01113,8/31/2020,USD,"1,062.75"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,G&A,"User7, Carla",,12/1/2019,,UNANET-01113,8/31/2020,USD,459.63
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,12/1/2019,,UNANET-01113,8/31/2020,USD,271.05
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Direct Labor,"User7, Carla",,12/1/2019,88,UNANET-01113,8/31/2020,USD,"3,172.40"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fee on Total Labor,"User7, Carla",,1/1/2020,,UNANET-01113,8/31/2020,USD,165.83
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,1/1/2020,,UNANET-01113,8/31/2020,USD,"1,111.06"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,G&A,"User7, Carla",,1/1/2020,,UNANET-01113,8/31/2020,USD,480.53
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,1/1/2020,,UNANET-01113,8/31/2020,USD,283.37
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Direct Labor,"User7, Carla",,1/1/2020,92,UNANET-01113,8/31/2020,USD,"3,316.60"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fee on Total Labor,"User7, Carla",,2/1/2020,,UNANET-01113,8/31/2020,USD,144.20
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,2/1/2020,,UNANET-01113,8/31/2020,USD,966.14
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,G&A,"User7, Carla",,2/1/2020,,UNANET-01113,8/31/2020,USD,417.85
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,2/1/2020,,UNANET-01113,8/31/2020,USD,246.41
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Direct Labor,"User7, Carla",,2/1/2020,80,UNANET-01113,8/31/2020,USD,"2,884.00"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fee on Total Labor,"User7, Carla",,3/1/2020,,UNANET-01113,8/31/2020,USD,158.62
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,3/1/2020,,UNANET-01113,8/31/2020,USD,"1,062.75"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,G&A,"User7, Carla",,3/1/2020,,UNANET-01113,8/31/2020,USD,459.63
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,3/1/2020,,UNANET-01113,8/31/2020,USD,271.05
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Direct Labor,"User7, Carla",,3/1/2020,88,UNANET-01113,8/31/2020,USD,"3,172.40"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fee on Total Labor,"User7, Carla",,4/1/2020,,UNANET-01113,8/31/2020,USD,158.62
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,4/1/2020,,UNANET-01113,8/31/2020,USD,"1,062.75"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,G&A,"User7, Carla",,4/1/2020,,UNANET-01113,8/31/2020,USD,459.63
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,4/1/2020,,UNANET-01113,8/31/2020,USD,271.05
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Direct Labor,"User7, Carla",,4/1/2020,88,UNANET-01113,8/31/2020,USD,"3,172.40"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fee on Total Labor,"User7, Carla",,5/1/2020,,UNANET-01113,8/31/2020,USD,151.41
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,5/1/2020,,UNANET-01113,8/31/2020,USD,"1,014.45"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,G&A,"User7, Carla",,5/1/2020,,UNANET-01113,8/31/2020,USD,438.74
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,5/1/2020,,UNANET-01113,8/31/2020,USD,258.73
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Billed,,*Business Analyst,TS,,Direct Labor,"User7, Carla",,5/1/2020,84,UNANET-01113,8/31/2020,USD,"3,028.20"
