ProjectOwningOrg,ProjectOrg,Project,BillType,BillingStatus,Task,Category,DocType,DocumentNumber/ExpenseReportNumber,CostElement,Person,Vendor/Customer,ItemDate,Quantity,InvoiceNumber,JournalDate,BillingCurrency,AmountInBillingCurrency
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,12/1/2019,,,9/30/2020,USD,-326.12
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,12/1/2019,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,12/1/2019,,,9/30/2020,USD,135.31
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,12/1/2019,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,12/1/2019,,,9/30/2020,USD,-109.12
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,12/1/2019,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,1/1/2020,,,9/30/2020,USD,-277.81
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,1/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,1/1/2020,,,9/30/2020,USD,115.27
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,1/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,1/1/2020,,,9/30/2020,USD,-92.96
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,1/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,2/1/2020,,,9/30/2020,USD,-326.12
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,2/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,2/1/2020,,,9/30/2020,USD,135.31
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,2/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,2/1/2020,,,9/30/2020,USD,-109.12
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,2/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,3/1/2020,,,9/30/2020,USD,-326.12
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,3/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,3/1/2020,,,9/30/2020,USD,135.31
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,3/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,3/1/2020,,,9/30/2020,USD,-109.12
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,3/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,4/1/2020,,,9/30/2020,USD,-326.12
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,4/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,4/1/2020,,,9/30/2020,USD,135.31
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,4/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,4/1/2020,,,9/30/2020,USD,-109.12
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,4/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,5/1/2020,,,9/30/2020,USD,-326.12
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,5/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,5/1/2020,,,9/30/2020,USD,135.31
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,5/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,5/1/2020,,,9/30/2020,USD,-109.12
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,5/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,6/1/2020,,,9/30/2020,USD,-326.12
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,6/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,6/1/2020,,,9/30/2020,USD,135.31
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,6/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,6/1/2020,,,9/30/2020,USD,-109.12
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,6/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,7/1/2020,,,9/30/2020,USD,-277.81
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,7/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,7/1/2020,,,9/30/2020,USD,115.27
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,7/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,7/1/2020,,,9/30/2020,USD,-92.96
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,7/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,8/1/2020,,,9/30/2020,USD,-326.12
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,8/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,8/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,8/1/2020,,,9/30/2020,USD,135.31
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,8/1/2020,,,9/30/2020,USD,-109.12
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,8/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fee on Total Labor,"User5, George",,9/1/2020,,,9/30/2020,USD,143.51
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fee on Total Labor,"User5, George",,9/1/2020,,,9/30/2020,USD,-143.51
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,9/1/2020,,,9/30/2020,USD,961.54
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,9/1/2020,,,9/30/2020,USD,-961.54
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,9/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,9/1/2020,,,9/30/2020,USD,275.95
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,9/1/2020,,,9/30/2020,USD,-275.95
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User5, George",,9/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,9/1/2020,,,9/30/2020,USD,415.86
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,9/1/2020,,,9/30/2020,USD,-415.86
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,9/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,9/1/2020,,,9/30/2020,USD,-114.49
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,9/1/2020,,,9/30/2020,USD,114.49
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User5, George",,9/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,9/1/2020,,,9/30/2020,USD,245.24
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,9/1/2020,,,9/30/2020,USD,-245.24
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,9/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,9/1/2020,,,9/30/2020,USD,92.34
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,9/1/2020,,,9/30/2020,USD,-92.34
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User5, George",,9/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Direct Labor,"User5, George",,9/1/2020,44,,9/30/2020,USD,"2,870.27"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Direct Labor,"User5, George",,9/1/2020,44,,9/30/2020,USD,"-2,870.27"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,12/1/2019,,,9/30/2020,USD,-304.99
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,12/1/2019,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,12/1/2019,,,9/30/2020,USD,126.55
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,12/1/2019,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,12/1/2019,,,9/30/2020,USD,-102.05
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,12/1/2019,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,1/1/2020,,,9/30/2020,USD,-318.86
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,1/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,1/1/2020,,,9/30/2020,USD,132.29
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,1/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,1/1/2020,,,9/30/2020,USD,-106.69
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,1/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,2/1/2020,,,9/30/2020,USD,-277.27
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,2/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,2/1/2020,,,9/30/2020,USD,115.04
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,2/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,2/1/2020,,,9/30/2020,USD,-92.78
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,2/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,3/1/2020,,,9/30/2020,USD,-304.99
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,3/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,3/1/2020,,,9/30/2020,USD,126.55
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,3/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,3/1/2020,,,9/30/2020,USD,-102.05
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,3/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,4/1/2020,,,9/30/2020,USD,-304.99
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,4/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,4/1/2020,,,9/30/2020,USD,126.55
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,4/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,4/1/2020,,,9/30/2020,USD,-102.05
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,4/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,5/1/2020,,,9/30/2020,USD,-291.13
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,5/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,5/1/2020,,,9/30/2020,USD,120.79
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,5/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,5/1/2020,,,9/30/2020,USD,-97.41
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,5/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,6/1/2020,,,9/30/2020,USD,-304.99
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,6/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,6/1/2020,,,9/30/2020,USD,126.55
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,6/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,6/1/2020,,,9/30/2020,USD,-102.05
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,6/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,7/1/2020,,,9/30/2020,USD,-318.86
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,7/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,7/1/2020,,,9/30/2020,USD,132.29
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,7/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,7/1/2020,,,9/30/2020,USD,-106.69
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,7/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,8/1/2020,,,9/30/2020,USD,-291.13
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Client Site,"User7, Carla",,8/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,8/1/2020,,,9/30/2020,USD,120.79
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,8/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,8/1/2020,,,9/30/2020,USD,-97.41
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Client Site.,"User7, Carla",,8/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fee on Total Labor,"User7, Carla",,9/1/2020,,,9/30/2020,USD,184.80
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fee on Total Labor,"User7, Carla",,9/1/2020,,,9/30/2020,USD,-184.80
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Company Site,"User7, Carla",,9/1/2020,,,9/30/2020,USD,"1,238.16"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Company Site,"User7, Carla",,9/1/2020,,,9/30/2020,USD,"-1,238.16"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Company Site,"User7, Carla",,9/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Company Site,"User7, Carla",,9/1/2020,,,9/30/2020,USD,355.33
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Company Site,"User7, Carla",,9/1/2020,,,9/30/2020,USD,-355.33
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Fringe Company Site,"User7, Carla",,9/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,9/1/2020,,,9/30/2020,USD,694.53
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,9/1/2020,,,9/30/2020,USD,-694.53
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,9/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,9/1/2020,,,9/30/2020,USD,39.76
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,9/1/2020,,,9/30/2020,USD,-39.76
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,G&A,"User7, Carla",,9/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Company Site,"User7, Carla",,9/1/2020,,,9/30/2020,USD,"1,874.98"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Company Site,"User7, Carla",,9/1/2020,,,9/30/2020,USD,"-1,874.98"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Company Site,"User7, Carla",,9/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Company Site,"User7, Carla",,9/1/2020,,,9/30/2020,USD,"1,874.98"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Company Site,"User7, Carla",,9/1/2020,,,9/30/2020,USD,"-1,874.98"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Overhead Company Site,"User7, Carla",,9/1/2020,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Direct Labor,"User7, Carla",,9/1/2020,88,,9/30/2020,USD,"3,696.00"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Business Analyst,TS,,Direct Labor,"User7, Carla",,9/1/2020,88,,9/30/2020,USD,"-3,696.00"
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Project Manager,TS,,Fringe Client Site,"User1, Carmine",,10/1/2019,,,9/30/2020,USD,-221.81
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Project Manager,TS,,Fringe Client Site,"User1, Carmine",,10/1/2019,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Project Manager,TS,,G&A,"User1, Carmine",,10/1/2019,,,9/30/2020,USD,92.03
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Project Manager,TS,,G&A,"User1, Carmine",,10/1/2019,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Project Manager,TS,,Overhead Client Site.,"User1, Carmine",,10/1/2019,,,9/30/2020,USD,-74.22
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Project Manager,TS,,Overhead Client Site.,"User1, Carmine",,10/1/2019,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Project Manager,TS,,Fringe Client Site,"User1, Carmine",,11/1/2019,,,9/30/2020,USD,-221.81
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Project Manager,TS,,Fringe Client Site,"User1, Carmine",,11/1/2019,,,9/30/2020,USD,0.00
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Project Manager,TS,,G&A,"User1, Carmine",,11/1/2019,,,9/30/2020,USD,92.03
OPS.CS,CUST-1-DOD,100.10.BYR,CP,Deferred,,*Project Manager,TS,,G&A,"User1, Carmine",,11/1/2019,,,9/30/2020,USD,0.00
